Round,Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
Round of 32,,Thu,2020-02-20,22:00 (15:00),Olympiacos gr,0.3,0–1,1.5,eng Arsenal,31456,Stadio Georgios Karaiskáki,Felix Zwayer,Match Report,Leg 1 of 2
Round of 32,,Wed,2020-02-26,17:00 (12:00),Braga pt,0.8,0–1,1.8,sco Rangers,18113,Estádio Municipal de Braga,Andreas Ekberg,Match Report,Leg 2 of 2; Rangers won
Round of 32,,Thu,2020-02-27,17:55 (12:55),Porto pt,0.4,1–3,1.6,de Leverkusen,30292,Estádio Do Dragão,István Kovács,Match Report,Leg 2 of 2; Leverkusen won
Round of 32,,Thu,2020-02-27,18:55 (12:55),Basel ch,1.5,1–0,1.0,cy APOEL,14428,St. Jakob-Park,Pavel Královec,Match Report,Leg 2 of 2; Basel won
Round of 32,,Thu,2020-02-27,18:55 (12:55),LASK at,1.7,2–0,0.7,nl AZ Alkmaar,14000,Linzer Stadion,Srđan Jovanović,Match Report,Leg 2 of 2; LASK won
Round of 32,,Thu,2020-02-27,18:55 (12:55),Gent be,1.7,1–1,0.6,it Roma,17557,GHELAMCO-arena,José Sánchez,Match Report,Leg 2 of 2; Roma won
Round of 32,,Thu,2020-02-27,18:55 (12:55),Malmö se,0.7,0–3,2.0,de Wolfsburg,20500,Swedbank Stadion,William Collum,Match Report,Leg 2 of 2; Wolfsburg won
Round of 32,,Thu,2020-02-27,18:55 (12:55),Espanyol es,1.8,3–2,1.9,eng Wolves,14525,RCDE Stadium,Marco Guida,Match Report,Leg 2 of 2; Wolves won
Round of 32,,Thu,2020-02-27,20:55 (12:55),Başakşehir tr,1.8,4–1,1.3,pt Sporting CP,5892,Başakşehir Fatih Terim Stadium,Antonio Matéu Lahoz,Match Report,Leg 2 of 2; Başakşehir won; Required Extra Time
Round of 32,,Thu,2020-02-27,20:00 (15:00),Celtic sco,2.1,1–3,1.4,dk FC Copenhagen,56172,Celtic Park,Artur Soares Dias,Match Report,Leg 2 of 2; FC Copenhagen won
Round of 32,,Thu,2020-02-27,20:00 (15:00),Arsenal eng,2.1,1–2,1.1,gr Olympiacos,60424,Emirates Stadium,Davide Massa,Match Report,Leg 2 of 2; Olympiacos won; Required Extra Time
Round of 32,,Thu,2020-02-27,20:00 (15:00),Manchester Utd eng,4.2,5–0,0.3,be Club Brugge,70397,Old Trafford,Serdar Gözübüyük,Match Report,Leg 2 of 2; Manchester Utd won
Round of 32,,Thu,2020-02-27,20:00 (15:00),Benfica pt,1.1,3–3,1.0,ua Shakhtar,48302,Estádio do Sport Lisboa e Benfica,Björn Kuipers,Match Report,Leg 2 of 2; Shakhtar won
Round of 32,,Thu,2020-02-27,21:00 (15:00),Sevilla es,1.2,0–0,0.7,ro CFR Cluj,31338,Estadio Ramón Sánchez Pizjuán,Andris Treimanis,Match Report,Leg 2 of 2; Sevilla won
Round of 32,,Thu,2020-02-27,21:00 (15:00),Inter it,1.5,2–1,0.5,bg Ludogorets,,Stadio Giuseppe Meazza,Daniel Siebert,Match Report,Leg 2 of 2; Inter won
Round of 32,,Thu,2020-02-27,21:00 (15:00),Ajax nl,1.4,2–1,1.4,es Getafe,51487,Johan Cruyff ArenA,Anastasios Sidiropoulos,Match Report,Leg 2 of 2; Getafe won
Round of 32,,Fri,2020-02-28,18:00 (12:00),RB Salzburg at,1.3,2–2,1.4,de Eint Frankfurt,29000,Red Bull Arena,Benoît Bastien,Match Report,Leg 2 of 2; Eint Frankfurt won
Round of 16,,Thu,2020-03-12,18:55 (13:55),Eint Frankfurt de,0.9,0–3,1.6,ch Basel,,Commerzbank-Arena,Andreas Ekberg,Match Report,Leg 1 of 2
Round of 16,,Thu,2020-03-12,18:55 (13:55),LASK at,0.4,0–5,2.5,eng Manchester Utd,,Linzer Stadion,Artur Soares Dias,Match Report,Leg 1 of 2
Round of 16,,Thu,2020-03-12,20:55 (13:55),Başakşehir tr,1.4,1–0,0.3,dk FC Copenhagen,12205,Başakşehir Fatih Terim Stadium,William Collum,Match Report,Leg 1 of 2
Round of 16,,Thu,2020-03-12,20:00 (16:00),Rangers sco,1.1,1–3,1.3,de Leverkusen,47494,Ibrox Stadium,Szymon Marciniak,Match Report,Leg 1 of 2
Round of 16,,Thu,2020-03-12,21:00 (16:00),Wolfsburg de,1.8,1–2,1.4,ua Shakhtar,,Volkswagen Arena,Damir Skomina,Match Report,Leg 1 of 2
Round of 16,,Thu,2020-03-12,22:00 (16:00),Olympiacos gr,1.1,1–1,0.5,eng Wolves,,Stadio Georgios Karaiskáki,Clément Turpin,Match Report,Leg 1 of 2
Round of 16,,Thu,2020-03-19,18:55 (13:55),Getafe es,,,,it Inter,,Coliseum Alfonso Pérez,,Match Report,Leg 1 of 2; Match Cancelled
Round of 16,,Thu,2020-03-19,21:00 (16:00),Roma it,,,,es Sevilla,,Stadio Olimpico,,Match Report,Leg 1 of 2; Match Cancelled
Round of 16,,Wed,2020-08-05,18:55 (12:55),FC Copenhagen dk,1.8,3–0,0.7,tr Başakşehir,,Telia Parken,Daniele Orsato,Match Report,Leg 2 of 2; FC Copenhagen won
Round of 16,,Wed,2020-08-05,19:55 (12:55),Shakhtar ua,3.2,3–0,0.6,de Wolfsburg,,NSK Olimpijs'kyj,Ivan Kružliak,Match Report,Leg 2 of 2; Shakhtar won
Round of 16,,Wed,2020-08-05,20:00 (15:00),Manchester Utd eng,1.6,2–1,0.8,at LASK,,Old Trafford,Anastasios Sidiropoulos,Match Report,Leg 2 of 2; Manchester Utd won
Round of 16,,Wed,2020-08-05,21:00 (15:00),Inter it,1.2,2–0,1.7,es Getafe,,Veltins-Arena (Neutral Site),Anthony Taylor,Match Report,Leg 2 of 2; Getafe won
Round of 16,,Thu,2020-08-06,18:55 (12:55),Sevilla es,1.5,2–0,0.4,it Roma,,Schauinsland-Reisen-Arena (Neutral Site),Björn Kuipers,Match Report,Leg 2 of 2; Roma won
Round of 16,,Thu,2020-08-06,18:55 (12:55),Leverkusen de,1.8,1–0,0.3,sco Rangers,,BayArena,Danny Makkelie,Match Report,Leg 2 of 2; Leverkusen won
Round of 16,,Thu,2020-08-06,20:00 (15:00),Wolves eng,2.2,1–0,0.7,gr Olympiacos,,Molineux Stadium,Szymon Marciniak,Match Report,Leg 2 of 2; Wolves won
Round of 16,,Thu,2020-08-06,21:00 (15:00),Basel ch,2.5,1–0,1.3,de Eint Frankfurt,,St. Jakob-Park,Antonio Matéu Lahoz,Match Report,Leg 2 of 2; Basel won
Quarter-finals,,Mon,2020-08-10,21:00 (15:00),Inter it,2.5,2–1,0.6,de Leverkusen,,Merkur Spielarena,Carlos del Cerro,Match Report,
Quarter-finals,,Mon,2020-08-10,21:00 (15:00),Manchester Utd eng,2.8,1–0,0.9,dk FC Copenhagen,,RheinEnergieSTADION,Clément Turpin,Match Report,Required Extra Time
Quarter-finals,,Tue,2020-08-11,21:00 (15:00),Wolves eng,1.0,0–1,1.1,es Sevilla,,Schauinsland-Reisen-Arena,Daniele Orsato,Match Report,
Quarter-finals,,Tue,2020-08-11,21:00 (15:00),Shakhtar ua,2.1,4–1,2.0,ch Basel,,Veltins-Arena,Michael Oliver,Match Report,
Semi-finals,,Sun,2020-08-16,21:00 (15:00),Sevilla es,0.9,2–1,2.4,eng Manchester Utd,,RheinEnergieSTADION,Felix Brych,Match Report,
Semi-finals,,Mon,2020-08-17,21:00 (15:00),Inter it,1.9,5–0,0.4,ua Shakhtar,,Merkur Spielarena,Szymon Marciniak,Match Report,
Final,,Fri,2020-08-21,21:00 (15:00),Sevilla es,0.9,3–2,2.1,it Inter,,RheinEnergieSTADION,Danny Makkelie,Match Report,
